parti,stemmested,year,stemmer
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Favrskov,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Favrskov,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Favrskov,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Favrskov,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Favrskov,2022,63
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Hedensted,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Hedensted,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Hedensted,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Hedensted,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Hedensted,2022,45
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Horsens,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Horsens,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Horsens,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Horsens,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Horsens,2022,200
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Norddjurs,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Norddjurs,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Norddjurs,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Norddjurs,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Norddjurs,2022,50
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Odder,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Odder,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Odder,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Odder,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Odder,2022,25
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Randers,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Randers,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Randers,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Randers,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Randers,2022,175
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Samsø,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Samsø,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Samsø,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Samsø,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Samsø,2022,3
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Silkeborg,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Silkeborg,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Silkeborg,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Silkeborg,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Silkeborg,2022,151
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Skanderborg,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Skanderborg,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Skanderborg,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Skanderborg,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Skanderborg,2022,111
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Syddjurs,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Syddjurs,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Syddjurs,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Syddjurs,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Syddjurs,2022,55
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Aarhus,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Aarhus,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Aarhus,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Aarhus,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Aarhus,2022,3330
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Herning,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Herning,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Herning,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Herning,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Herning,2022,215
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Holstebro,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Holstebro,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Holstebro,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Holstebro,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Holstebro,2022,119
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Ikast-Brande,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Ikast-Brande,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Ikast-Brande,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Ikast-Brande,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Ikast-Brande,2022,63
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Lemvig,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Lemvig,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Lemvig,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Lemvig,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Lemvig,2022,11
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Ringkøbing-Skjern,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Ringkøbing-Skjern,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Ringkøbing-Skjern,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Ringkøbing-Skjern,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Ringkøbing-Skjern,2022,40
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Skive,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Skive,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Skive,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Skive,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Skive,2022,59
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Struer,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Struer,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Struer,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Struer,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Struer,2022,32
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Viborg,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Viborg,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Viborg,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Viborg,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Viborg,2022,77
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Brønderslev,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Brønderslev,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Brønderslev,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Brønderslev,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Brønderslev,2022,20
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Frederikshavn,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Frederikshavn,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Frederikshavn,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Frederikshavn,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Frederikshavn,2022,30
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Hjørring,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Hjørring,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Hjørring,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Hjørring,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Hjørring,2022,49
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Jammerbugt,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Jammerbugt,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Jammerbugt,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Jammerbugt,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Jammerbugt,2022,21
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Læsø,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Læsø,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Læsø,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Læsø,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Læsø,2022,3
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Mariagerfjord,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Mariagerfjord,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Mariagerfjord,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Mariagerfjord,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Mariagerfjord,2022,20
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Morsø,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Morsø,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Morsø,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Morsø,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Morsø,2022,9
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Rebild,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Rebild,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Rebild,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Rebild,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Rebild,2022,36
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Thisted,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Thisted,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Thisted,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Thisted,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Thisted,2022,35
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Vesthimmerlands,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Vesthimmerlands,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Vesthimmerlands,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Vesthimmerlands,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Vesthimmerlands,2022,15
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Aalborg,2007,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Aalborg,2011,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Aalborg,2015,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Aalborg,2019,0
"Q. Frie Grønne, Danmarks Nye Venstrefløjsparti",Aalborg,2022,743
"V. Venstre, Danmarks Liberale Parti",København,2007,38334
"V. Venstre, Danmarks Liberale Parti",København,2011,44590
"V. Venstre, Danmarks Liberale Parti",København,2015,30983
"V. Venstre, Danmarks Liberale Parti",København,2019,48466
"V. Venstre, Danmarks Liberale Parti",København,2022,27867
"V. Venstre, Danmarks Liberale Parti",Frederiksberg,2007,9488
"V. Venstre, Danmarks Liberale Parti",Frederiksberg,2011,11626
"V. Venstre, Danmarks Liberale Parti",Frederiksberg,2015,8290
"V. Venstre, Danmarks Liberale Parti",Frederiksberg,2019,11815
"V. Venstre, Danmarks Liberale Parti",Frederiksberg,2022,6841
"V. Venstre, Danmarks Liberale Parti",Dragør,2007,2416
"V. Venstre, Danmarks Liberale Parti",Dragør,2011,2890
"V. Venstre, Danmarks Liberale Parti",Dragør,2015,1972
"V. Venstre, Danmarks Liberale Parti",Dragør,2019,2804
"V. Venstre, Danmarks Liberale Parti",Dragør,2022,1221
"V. Venstre, Danmarks Liberale Parti",Tårnby,2007,5073
"V. Venstre, Danmarks Liberale Parti",Tårnby,2011,5808
"V. Venstre, Danmarks Liberale Parti",Tårnby,2015,3476
"V. Venstre, Danmarks Liberale Parti",Tårnby,2019,4734
"V. Venstre, Danmarks Liberale Parti",Tårnby,2022,2390
"V. Venstre, Danmarks Liberale Parti",Albertslund,2007,1958
"V. Venstre, Danmarks Liberale Parti",Albertslund,2011,2102
"V. Venstre, Danmarks Liberale Parti",Albertslund,2015,1274
"V. Venstre, Danmarks Liberale Parti",Albertslund,2019,1520
"V. Venstre, Danmarks Liberale Parti",Albertslund,2022,700
"V. Venstre, Danmarks Liberale Parti",Ballerup,2007,5011
"V. Venstre, Danmarks Liberale Parti",Ballerup,2011,5819
"V. Venstre, Danmarks Liberale Parti",Ballerup,2015,3867
"V. Venstre, Danmarks Liberale Parti",Ballerup,2019,4511
"V. Venstre, Danmarks Liberale Parti",Ballerup,2022,2527
"V. Venstre, Danmarks Liberale Parti",Brøndby,2007,3293
"V. Venstre, Danmarks Liberale Parti",Brøndby,2011,3446
"V. Venstre, Danmarks Liberale Parti",Brøndby,2015,2117
"V. Venstre, Danmarks Liberale Parti",Brøndby,2019,2426
"V. Venstre, Danmarks Liberale Parti",Brøndby,2022,1238
"V. Venstre, Danmarks Liberale Parti",Gentofte,2007,11085
"V. Venstre, Danmarks Liberale Parti",Gentofte,2011,13877
"V. Venstre, Danmarks Liberale Parti",Gentofte,2015,9600
"V. Venstre, Danmarks Liberale Parti",Gentofte,2019,11300
"V. Venstre, Danmarks Liberale Parti",Gentofte,2022,7526
"V. Venstre, Danmarks Liberale Parti",Gladsaxe,2007,7164
"V. Venstre, Danmarks Liberale Parti",Gladsaxe,2011,8064
"V. Venstre, Danmarks Liberale Parti",Gladsaxe,2015,5333
"V. Venstre, Danmarks Liberale Parti",Gladsaxe,2019,6260
"V. Venstre, Danmarks Liberale Parti",Gladsaxe,2022,3570
"V. Venstre, Danmarks Liberale Parti",Glostrup,2007,2698
"V. Venstre, Danmarks Liberale Parti",Glostrup,2011,3140
"V. Venstre, Danmarks Liberale Parti",Glostrup,2015,2088
"V. Venstre, Danmarks Liberale Parti",Glostrup,2019,2466
"V. Venstre, Danmarks Liberale Parti",Glostrup,2022,1358
"V. Venstre, Danmarks Liberale Parti",Herlev,2007,2699
"V. Venstre, Danmarks Liberale Parti",Herlev,2011,3096
"V. Venstre, Danmarks Liberale Parti",Herlev,2015,2094
"V. Venstre, Danmarks Liberale Parti",Herlev,2019,2499
"V. Venstre, Danmarks Liberale Parti",Herlev,2022,1300
"V. Venstre, Danmarks Liberale Parti",Hvidovre,2007,5255
"V. Venstre, Danmarks Liberale Parti",Hvidovre,2011,5872
"V. Venstre, Danmarks Liberale Parti",Hvidovre,2015,3752
"V. Venstre, Danmarks Liberale Parti",Hvidovre,2019,4518
"V. Venstre, Danmarks Liberale Parti",Hvidovre,2022,2330
"V. Venstre, Danmarks Liberale Parti",Høje-Taastrup,2007,6216
"V. Venstre, Danmarks Liberale Parti",Høje-Taastrup,2011,6667
"V. Venstre, Danmarks Liberale Parti",Høje-Taastrup,2015,4152
"V. Venstre, Danmarks Liberale Parti",Høje-Taastrup,2019,4423
"V. Venstre, Danmarks Liberale Parti",Høje-Taastrup,2022,2389
"V. Venstre, Danmarks Liberale Parti",Ishøj,2007,1952
"V. Venstre, Danmarks Liberale Parti",Ishøj,2011,2176
"V. Venstre, Danmarks Liberale Parti",Ishøj,2015,1279
"V. Venstre, Danmarks Liberale Parti",Ishøj,2019,1518
"V. Venstre, Danmarks Liberale Parti",Ishøj,2022,779
"V. Venstre, Danmarks Liberale Parti",Lyngby-Taarbæk,2007,7513
"V. Venstre, Danmarks Liberale Parti",Lyngby-Taarbæk,2011,8989
"V. Venstre, Danmarks Liberale Parti",Lyngby-Taarbæk,2015,6231
"V. Venstre, Danmarks Liberale Parti",Lyngby-Taarbæk,2019,6776
"V. Venstre, Danmarks Liberale Parti",Lyngby-Taarbæk,2022,4390
"V. Venstre, Danmarks Liberale Parti",Rødovre,2007,3743
"V. Venstre, Danmarks Liberale Parti",Rødovre,2011,4212
"V. Venstre, Danmarks Liberale Parti",Rødovre,2015,2671
"V. Venstre, Danmarks Liberale Parti",Rødovre,2019,3304
"V. Venstre, Danmarks Liberale Parti",Rødovre,2022,1802
"V. Venstre, Danmarks Liberale Parti",Vallensbæk,2007,1808
"V. Venstre, Danmarks Liberale Parti",Vallensbæk,2011,2488
"V. Venstre, Danmarks Liberale Parti",Vallensbæk,2015,1634
"V. Venstre, Danmarks Liberale Parti",Vallensbæk,2019,1834
"V. Venstre, Danmarks Liberale Parti",Vallensbæk,2022,882
"V. Venstre, Danmarks Liberale Parti",Allerød,2007,4603
"V. Venstre, Danmarks Liberale Parti",Allerød,2011,5216
"V. Venstre, Danmarks Liberale Parti",Allerød,2015,3483
"V. Venstre, Danmarks Liberale Parti",Allerød,2019,3977
"V. Venstre, Danmarks Liberale Parti",Allerød,2022,2953
"V. Venstre, Danmarks Liberale Parti",Egedal,2007,7755
"V. Venstre, Danmarks Liberale Parti",Egedal,2011,8838
"V. Venstre, Danmarks Liberale Parti",Egedal,2015,5955
"V. Venstre, Danmarks Liberale Parti",Egedal,2019,6889
"V. Venstre, Danmarks Liberale Parti",Egedal,2022,4310
"V. Venstre, Danmarks Liberale Parti",Fredensborg,2007,6904
"V. Venstre, Danmarks Liberale Parti",Fredensborg,2011,7779
"V. Venstre, Danmarks Liberale Parti",Fredensborg,2015,4998
"V. Venstre, Danmarks Liberale Parti",Fredensborg,2019,5605
"V. Venstre, Danmarks Liberale Parti",Fredensborg,2022,3602
"V. Venstre, Danmarks Liberale Parti",Frederikssund,2007,7685
"V. Venstre, Danmarks Liberale Parti",Frederikssund,2011,9156
"V. Venstre, Danmarks Liberale Parti",Frederikssund,2015,6158
"V. Venstre, Danmarks Liberale Parti",Frederikssund,2019,7245
"V. Venstre, Danmarks Liberale Parti",Frederikssund,2022,4244
"V. Venstre, Danmarks Liberale Parti",Furesø,2007,5665
"V. Venstre, Danmarks Liberale Parti",Furesø,2011,6780
"V. Venstre, Danmarks Liberale Parti",Furesø,2015,4658
"V. Venstre, Danmarks Liberale Parti",Furesø,2019,5174
"V. Venstre, Danmarks Liberale Parti",Furesø,2022,3543
"V. Venstre, Danmarks Liberale Parti",Gribskov,2007,8265
"V. Venstre, Danmarks Liberale Parti",Gribskov,2011,10183
"V. Venstre, Danmarks Liberale Parti",Gribskov,2015,5932
"V. Venstre, Danmarks Liberale Parti",Gribskov,2019,6877
"V. Venstre, Danmarks Liberale Parti",Gribskov,2022,3390
"V. Venstre, Danmarks Liberale Parti",Halsnæs,2007,4721
"V. Venstre, Danmarks Liberale Parti",Halsnæs,2011,5399
"V. Venstre, Danmarks Liberale Parti",Halsnæs,2015,3308
"V. Venstre, Danmarks Liberale Parti",Halsnæs,2019,4044
"V. Venstre, Danmarks Liberale Parti",Halsnæs,2022,2147
"V. Venstre, Danmarks Liberale Parti",Helsingør,2007,8511
"V. Venstre, Danmarks Liberale Parti",Helsingør,2011,9953
"V. Venstre, Danmarks Liberale Parti",Helsingør,2015,5552
"V. Venstre, Danmarks Liberale Parti",Helsingør,2019,6500
"V. Venstre, Danmarks Liberale Parti",Helsingør,2022,4131
"V. Venstre, Danmarks Liberale Parti",Hillerød,2007,7532
"V. Venstre, Danmarks Liberale Parti",Hillerød,2011,9352
"V. Venstre, Danmarks Liberale Parti",Hillerød,2015,6426
"V. Venstre, Danmarks Liberale Parti",Hillerød,2019,7119
"V. Venstre, Danmarks Liberale Parti",Hillerød,2022,4718
"V. Venstre, Danmarks Liberale Parti",Hørsholm,2007,5696
"V. Venstre, Danmarks Liberale Parti",Hørsholm,2011,6535
"V. Venstre, Danmarks Liberale Parti",Hørsholm,2015,4379
"V. Venstre, Danmarks Liberale Parti",Hørsholm,2019,5096
"V. Venstre, Danmarks Liberale Parti",Hørsholm,2022,3311
"V. Venstre, Danmarks Liberale Parti",Rudersdal,2007,11497
"V. Venstre, Danmarks Liberale Parti",Rudersdal,2011,12679
"V. Venstre, Danmarks Liberale Parti",Rudersdal,2015,8306
"V. Venstre, Danmarks Liberale Parti",Rudersdal,2019,9216
"V. Venstre, Danmarks Liberale Parti",Rudersdal,2022,6524
"V. Venstre, Danmarks Liberale Parti",Bornholm,2007,7341
"V. Venstre, Danmarks Liberale Parti",Bornholm,2011,7300
"V. Venstre, Danmarks Liberale Parti",Bornholm,2015,5253
"V. Venstre, Danmarks Liberale Parti",Bornholm,2019,6375
"V. Venstre, Danmarks Liberale Parti",Bornholm,2022,4633
"V. Venstre, Danmarks Liberale Parti",Christiansø,2007,9
"V. Venstre, Danmarks Liberale Parti",Christiansø,2011,9
"V. Venstre, Danmarks Liberale Parti",Christiansø,2015,4
"V. Venstre, Danmarks Liberale Parti",Christiansø,2019,9
"V. Venstre, Danmarks Liberale Parti",Christiansø,2022,2
"V. Venstre, Danmarks Liberale Parti",Greve,2007,10416
"V. Venstre, Danmarks Liberale Parti",Greve,2011,10192
"V. Venstre, Danmarks Liberale Parti",Greve,2015,7355
"V. Venstre, Danmarks Liberale Parti",Greve,2019,9194
"V. Venstre, Danmarks Liberale Parti",Greve,2022,5686
"V. Venstre, Danmarks Liberale Parti",Køge,2007,9956
"V. Venstre, Danmarks Liberale Parti",Køge,2011,9905
"V. Venstre, Danmarks Liberale Parti",Køge,2015,7707
"V. Venstre, Danmarks Liberale Parti",Køge,2019,9416
"V. Venstre, Danmarks Liberale Parti",Køge,2022,5296
"V. Venstre, Danmarks Liberale Parti",Lejre,2007,5550
"V. Venstre, Danmarks Liberale Parti",Lejre,2011,5354
"V. Venstre, Danmarks Liberale Parti",Lejre,2015,4051
"V. Venstre, Danmarks Liberale Parti",Lejre,2019,4690
"V. Venstre, Danmarks Liberale Parti",Lejre,2022,2411
"V. Venstre, Danmarks Liberale Parti",Roskilde,2007,13637
"V. Venstre, Danmarks Liberale Parti",Roskilde,2011,13788
"V. Venstre, Danmarks Liberale Parti",Roskilde,2015,10339
"V. Venstre, Danmarks Liberale Parti",Roskilde,2019,12923
"V. Venstre, Danmarks Liberale Parti",Roskilde,2022,6924
"V. Venstre, Danmarks Liberale Parti",Solrød,2007,4974
"V. Venstre, Danmarks Liberale Parti",Solrød,2011,4857
"V. Venstre, Danmarks Liberale Parti",Solrød,2015,3492
"V. Venstre, Danmarks Liberale Parti",Solrød,2019,4558
"V. Venstre, Danmarks Liberale Parti",Solrød,2022,2536
"V. Venstre, Danmarks Liberale Parti",Faxe,2007,6631
"V. Venstre, Danmarks Liberale Parti",Faxe,2011,6486
"V. Venstre, Danmarks Liberale Parti",Faxe,2015,4609
"V. Venstre, Danmarks Liberale Parti",Faxe,2019,5494
"V. Venstre, Danmarks Liberale Parti",Faxe,2022,2631
"V. Venstre, Danmarks Liberale Parti",Guldborgsund,2007,10829
"V. Venstre, Danmarks Liberale Parti",Guldborgsund,2011,9627
"V. Venstre, Danmarks Liberale Parti",Guldborgsund,2015,6760
"V. Venstre, Danmarks Liberale Parti",Guldborgsund,2019,8040
"V. Venstre, Danmarks Liberale Parti",Guldborgsund,2022,3810
"V. Venstre, Danmarks Liberale Parti",Holbæk,2007,11931
"V. Venstre, Danmarks Liberale Parti",Holbæk,2011,11657
"V. Venstre, Danmarks Liberale Parti",Holbæk,2015,8666
"V. Venstre, Danmarks Liberale Parti",Holbæk,2019,10408
"V. Venstre, Danmarks Liberale Parti",Holbæk,2022,5230
"V. Venstre, Danmarks Liberale Parti",Kalundborg,2007,8789
"V. Venstre, Danmarks Liberale Parti",Kalundborg,2011,8394
"V. Venstre, Danmarks Liberale Parti",Kalundborg,2015,6204
"V. Venstre, Danmarks Liberale Parti",Kalundborg,2019,7752
"V. Venstre, Danmarks Liberale Parti",Kalundborg,2022,4007
"V. Venstre, Danmarks Liberale Parti",Lolland,2007,7014
"V. Venstre, Danmarks Liberale Parti",Lolland,2011,5802
"V. Venstre, Danmarks Liberale Parti",Lolland,2015,4494
"V. Venstre, Danmarks Liberale Parti",Lolland,2019,5134
"V. Venstre, Danmarks Liberale Parti",Lolland,2022,2411
"V. Venstre, Danmarks Liberale Parti",Næstved,2007,13430
"V. Venstre, Danmarks Liberale Parti",Næstved,2011,13059
"V. Venstre, Danmarks Liberale Parti",Næstved,2015,9357
"V. Venstre, Danmarks Liberale Parti",Næstved,2019,11787
"V. Venstre, Danmarks Liberale Parti",Næstved,2022,5668
"V. Venstre, Danmarks Liberale Parti",Odsherred,2007,6132
"V. Venstre, Danmarks Liberale Parti",Odsherred,2011,5863
"V. Venstre, Danmarks Liberale Parti",Odsherred,2015,4129
"V. Venstre, Danmarks Liberale Parti",Odsherred,2019,4901
"V. Venstre, Danmarks Liberale Parti",Odsherred,2022,2361
"V. Venstre, Danmarks Liberale Parti",Ringsted,2007,5663
"V. Venstre, Danmarks Liberale Parti",Ringsted,2011,5550
"V. Venstre, Danmarks Liberale Parti",Ringsted,2015,4062
"V. Venstre, Danmarks Liberale Parti",Ringsted,2019,5121
"V. Venstre, Danmarks Liberale Parti",Ringsted,2022,2645
"V. Venstre, Danmarks Liberale Parti",Slagelse,2007,13335
"V. Venstre, Danmarks Liberale Parti",Slagelse,2011,12642
"V. Venstre, Danmarks Liberale Parti",Slagelse,2015,9298
"V. Venstre, Danmarks Liberale Parti",Slagelse,2019,12438
"V. Venstre, Danmarks Liberale Parti",Slagelse,2022,6984
"V. Venstre, Danmarks Liberale Parti",Sorø,2007,5408
"V. Venstre, Danmarks Liberale Parti",Sorø,2011,5123
"V. Venstre, Danmarks Liberale Parti",Sorø,2015,3641
"V. Venstre, Danmarks Liberale Parti",Sorø,2019,4360
"V. Venstre, Danmarks Liberale Parti",Sorø,2022,2214
"V. Venstre, Danmarks Liberale Parti",Stevns,2007,4376
"V. Venstre, Danmarks Liberale Parti",Stevns,2011,4263
"V. Venstre, Danmarks Liberale Parti",Stevns,2015,3012
"V. Venstre, Danmarks Liberale Parti",Stevns,2019,3686
"V. Venstre, Danmarks Liberale Parti",Stevns,2022,1886
