parti,stemmested,year,stemmer
F. SF - Socialistisk Folkeparti,Hillerød,2019,2345
F. SF - Socialistisk Folkeparti,Hillerød,2022,3105
F. SF - Socialistisk Folkeparti,Hørsholm,2007,753
F. SF - Socialistisk Folkeparti,Hørsholm,2011,505
F. SF - Socialistisk Folkeparti,Hørsholm,2015,312
F. SF - Socialistisk Folkeparti,Hørsholm,2019,595
F. SF - Socialistisk Folkeparti,Hørsholm,2022,643
F. SF - Socialistisk Folkeparti,Rudersdal,2007,2996
F. SF - Socialistisk Folkeparti,Rudersdal,2011,1851
F. SF - Socialistisk Folkeparti,Rudersdal,2015,1049
F. SF - Socialistisk Folkeparti,Rudersdal,2019,1872
F. SF - Socialistisk Folkeparti,Rudersdal,2022,2306
F. SF - Socialistisk Folkeparti,Bornholm,2007,3301
F. SF - Socialistisk Folkeparti,Bornholm,2011,2000
F. SF - Socialistisk Folkeparti,Bornholm,2015,711
F. SF - Socialistisk Folkeparti,Bornholm,2019,1085
F. SF - Socialistisk Folkeparti,Bornholm,2022,1582
F. SF - Socialistisk Folkeparti,Christiansø,2007,27
F. SF - Socialistisk Folkeparti,Christiansø,2011,11
F. SF - Socialistisk Folkeparti,Christiansø,2015,5
F. SF - Socialistisk Folkeparti,Christiansø,2019,6
F. SF - Socialistisk Folkeparti,Christiansø,2022,8
F. SF - Socialistisk Folkeparti,Greve,2007,2464
F. SF - Socialistisk Folkeparti,Greve,2011,1939
F. SF - Socialistisk Folkeparti,Greve,2015,812
F. SF - Socialistisk Folkeparti,Greve,2019,1977
F. SF - Socialistisk Folkeparti,Greve,2022,1977
F. SF - Socialistisk Folkeparti,Køge,2007,4034
F. SF - Socialistisk Folkeparti,Køge,2011,3183
F. SF - Socialistisk Folkeparti,Køge,2015,2428
F. SF - Socialistisk Folkeparti,Køge,2019,5855
F. SF - Socialistisk Folkeparti,Køge,2022,5380
F. SF - Socialistisk Folkeparti,Lejre,2007,2056
F. SF - Socialistisk Folkeparti,Lejre,2011,1807
F. SF - Socialistisk Folkeparti,Lejre,2015,1070
F. SF - Socialistisk Folkeparti,Lejre,2019,1999
F. SF - Socialistisk Folkeparti,Lejre,2022,2463
F. SF - Socialistisk Folkeparti,Roskilde,2007,7313
F. SF - Socialistisk Folkeparti,Roskilde,2011,5605
F. SF - Socialistisk Folkeparti,Roskilde,2015,2920
F. SF - Socialistisk Folkeparti,Roskilde,2019,5924
F. SF - Socialistisk Folkeparti,Roskilde,2022,7043
F. SF - Socialistisk Folkeparti,Solrød,2007,1144
F. SF - Socialistisk Folkeparti,Solrød,2011,871
F. SF - Socialistisk Folkeparti,Solrød,2015,403
F. SF - Socialistisk Folkeparti,Solrød,2019,1071
F. SF - Socialistisk Folkeparti,Solrød,2022,1243
F. SF - Socialistisk Folkeparti,Faxe,2007,2535
F. SF - Socialistisk Folkeparti,Faxe,2011,2030
F. SF - Socialistisk Folkeparti,Faxe,2015,888
F. SF - Socialistisk Folkeparti,Faxe,2019,1971
F. SF - Socialistisk Folkeparti,Faxe,2022,2083
F. SF - Socialistisk Folkeparti,Guldborgsund,2007,5305
F. SF - Socialistisk Folkeparti,Guldborgsund,2011,4262
F. SF - Socialistisk Folkeparti,Guldborgsund,2015,1319
F. SF - Socialistisk Folkeparti,Guldborgsund,2019,2844
F. SF - Socialistisk Folkeparti,Guldborgsund,2022,3059
F. SF - Socialistisk Folkeparti,Holbæk,2007,5468
F. SF - Socialistisk Folkeparti,Holbæk,2011,4071
F. SF - Socialistisk Folkeparti,Holbæk,2015,1447
F. SF - Socialistisk Folkeparti,Holbæk,2019,3189
F. SF - Socialistisk Folkeparti,Holbæk,2022,5239
F. SF - Socialistisk Folkeparti,Kalundborg,2007,3826
F. SF - Socialistisk Folkeparti,Kalundborg,2011,3152
F. SF - Socialistisk Folkeparti,Kalundborg,2015,994
F. SF - Socialistisk Folkeparti,Kalundborg,2019,2094
F. SF - Socialistisk Folkeparti,Kalundborg,2022,2322
F. SF - Socialistisk Folkeparti,Lolland,2007,8032
F. SF - Socialistisk Folkeparti,Lolland,2011,5440
F. SF - Socialistisk Folkeparti,Lolland,2015,1111
F. SF - Socialistisk Folkeparti,Lolland,2019,1736
F. SF - Socialistisk Folkeparti,Lolland,2022,1510
F. SF - Socialistisk Folkeparti,Næstved,2007,6012
F. SF - Socialistisk Folkeparti,Næstved,2011,4706
F. SF - Socialistisk Folkeparti,Næstved,2015,1690
F. SF - Socialistisk Folkeparti,Næstved,2019,4192
F. SF - Socialistisk Folkeparti,Næstved,2022,4494
F. SF - Socialistisk Folkeparti,Odsherred,2007,2878
F. SF - Socialistisk Folkeparti,Odsherred,2011,2055
F. SF - Socialistisk Folkeparti,Odsherred,2015,697
F. SF - Socialistisk Folkeparti,Odsherred,2019,1472
F. SF - Socialistisk Folkeparti,Odsherred,2022,1865
F. SF - Socialistisk Folkeparti,Ringsted,2007,2321
F. SF - Socialistisk Folkeparti,Ringsted,2011,1760
F. SF - Socialistisk Folkeparti,Ringsted,2015,740
F. SF - Socialistisk Folkeparti,Ringsted,2019,1867
F. SF - Socialistisk Folkeparti,Ringsted,2022,1970
F. SF - Socialistisk Folkeparti,Slagelse,2007,5834
F. SF - Socialistisk Folkeparti,Slagelse,2011,4780
F. SF - Socialistisk Folkeparti,Slagelse,2015,1562
F. SF - Socialistisk Folkeparti,Slagelse,2019,3788
F. SF - Socialistisk Folkeparti,Slagelse,2022,3770
F. SF - Socialistisk Folkeparti,Sorø,2007,2231
F. SF - Socialistisk Folkeparti,Sorø,2011,1796
F. SF - Socialistisk Folkeparti,Sorø,2015,792
F. SF - Socialistisk Folkeparti,Sorø,2019,1655
F. SF - Socialistisk Folkeparti,Sorø,2022,1909
F. SF - Socialistisk Folkeparti,Stevns,2007,1603
F. SF - Socialistisk Folkeparti,Stevns,2011,1219
F. SF - Socialistisk Folkeparti,Stevns,2015,601
F. SF - Socialistisk Folkeparti,Stevns,2019,1554
F. SF - Socialistisk Folkeparti,Stevns,2022,1517
F. SF - Socialistisk Folkeparti,Vordingborg,2007,4514
F. SF - Socialistisk Folkeparti,Vordingborg,2011,3276
F. SF - Socialistisk Folkeparti,Vordingborg,2015,1101
F. SF - Socialistisk Folkeparti,Vordingborg,2019,2804
F. SF - Socialistisk Folkeparti,Vordingborg,2022,2934
F. SF - Socialistisk Folkeparti,Assens,2007,3136
F. SF - Socialistisk Folkeparti,Assens,2011,2509
F. SF - Socialistisk Folkeparti,Assens,2015,939
F. SF - Socialistisk Folkeparti,Assens,2019,1564
F. SF - Socialistisk Folkeparti,Assens,2022,1663
F. SF - Socialistisk Folkeparti,Faaborg-Midtfyn,2007,4317
F. SF - Socialistisk Folkeparti,Faaborg-Midtfyn,2011,3215
F. SF - Socialistisk Folkeparti,Faaborg-Midtfyn,2015,1365
F. SF - Socialistisk Folkeparti,Faaborg-Midtfyn,2019,2057
F. SF - Socialistisk Folkeparti,Faaborg-Midtfyn,2022,2349
F. SF - Socialistisk Folkeparti,Kerteminde,2007,2083
F. SF - Socialistisk Folkeparti,Kerteminde,2011,1719
F. SF - Socialistisk Folkeparti,Kerteminde,2015,730
F. SF - Socialistisk Folkeparti,Kerteminde,2019,839
F. SF - Socialistisk Folkeparti,Kerteminde,2022,1009
F. SF - Socialistisk Folkeparti,Langeland,2007,1170
F. SF - Socialistisk Folkeparti,Langeland,2011,916
F. SF - Socialistisk Folkeparti,Langeland,2015,328
F. SF - Socialistisk Folkeparti,Langeland,2019,488
F. SF - Socialistisk Folkeparti,Langeland,2022,546
F. SF - Socialistisk Folkeparti,Middelfart,2007,2644
F. SF - Socialistisk Folkeparti,Middelfart,2011,2158
F. SF - Socialistisk Folkeparti,Middelfart,2015,1005
F. SF - Socialistisk Folkeparti,Middelfart,2019,1471
F. SF - Socialistisk Folkeparti,Middelfart,2022,1890
F. SF - Socialistisk Folkeparti,Nordfyns,2007,1997
F. SF - Socialistisk Folkeparti,Nordfyns,2011,1954
F. SF - Socialistisk Folkeparti,Nordfyns,2015,601
F. SF - Socialistisk Folkeparti,Nordfyns,2019,1056
F. SF - Socialistisk Folkeparti,Nordfyns,2022,1082
F. SF - Socialistisk Folkeparti,Nyborg,2007,2678
F. SF - Socialistisk Folkeparti,Nyborg,2011,2080
F. SF - Socialistisk Folkeparti,Nyborg,2015,705
F. SF - Socialistisk Folkeparti,Nyborg,2019,1128
F. SF - Socialistisk Folkeparti,Nyborg,2022,1546
F. SF - Socialistisk Folkeparti,Odense,2007,18956
F. SF - Socialistisk Folkeparti,Odense,2011,13555
F. SF - Socialistisk Folkeparti,Odense,2015,6353
F. SF - Socialistisk Folkeparti,Odense,2019,9631
F. SF - Socialistisk Folkeparti,Odense,2022,11950
F. SF - Socialistisk Folkeparti,Svendborg,2007,5803
F. SF - Socialistisk Folkeparti,Svendborg,2011,4513
F. SF - Socialistisk Folkeparti,Svendborg,2015,1636
F. SF - Socialistisk Folkeparti,Svendborg,2019,2499
F. SF - Socialistisk Folkeparti,Svendborg,2022,3253
F. SF - Socialistisk Folkeparti,Ærø,2007,474
F. SF - Socialistisk Folkeparti,Ærø,2011,371
F. SF - Socialistisk Folkeparti,Ærø,2015,128
F. SF - Socialistisk Folkeparti,Ærø,2019,228
F. SF - Socialistisk Folkeparti,Ærø,2022,237
F. SF - Socialistisk Folkeparti,Billund,2007,1265
F. SF - Socialistisk Folkeparti,Billund,2011,829
F. SF - Socialistisk Folkeparti,Billund,2015,356
F. SF - Socialistisk Folkeparti,Billund,2019,482
F. SF - Socialistisk Folkeparti,Billund,2022,489
F. SF - Socialistisk Folkeparti,Esbjerg,2007,9055
F. SF - Socialistisk Folkeparti,Esbjerg,2011,6424
F. SF - Socialistisk Folkeparti,Esbjerg,2015,2475
F. SF - Socialistisk Folkeparti,Esbjerg,2019,3938
F. SF - Socialistisk Folkeparti,Esbjerg,2022,4513
F. SF - Socialistisk Folkeparti,Fanø,2007,377
F. SF - Socialistisk Folkeparti,Fanø,2011,237
F. SF - Socialistisk Folkeparti,Fanø,2015,116
F. SF - Socialistisk Folkeparti,Fanø,2019,189
F. SF - Socialistisk Folkeparti,Fanø,2022,219
F. SF - Socialistisk Folkeparti,Fredericia,2007,4291
F. SF - Socialistisk Folkeparti,Fredericia,2011,2530
F. SF - Socialistisk Folkeparti,Fredericia,2015,1057
F. SF - Socialistisk Folkeparti,Fredericia,2019,1762
F. SF - Socialistisk Folkeparti,Fredericia,2022,2050
F. SF - Socialistisk Folkeparti,Haderslev,2007,4044
F. SF - Socialistisk Folkeparti,Haderslev,2011,3004
F. SF - Socialistisk Folkeparti,Haderslev,2015,920
F. SF - Socialistisk Folkeparti,Haderslev,2019,1614
F. SF - Socialistisk Folkeparti,Haderslev,2022,1614
F. SF - Socialistisk Folkeparti,Kolding,2007,8762
F. SF - Socialistisk Folkeparti,Kolding,2011,5465
F. SF - Socialistisk Folkeparti,Kolding,2015,2365
F. SF - Socialistisk Folkeparti,Kolding,2019,3614
F. SF - Socialistisk Folkeparti,Kolding,2022,4097
F. SF - Socialistisk Folkeparti,Sønderborg,2007,4572
F. SF - Socialistisk Folkeparti,Sønderborg,2011,3374
F. SF - Socialistisk Folkeparti,Sønderborg,2015,1129
F. SF - Socialistisk Folkeparti,Sønderborg,2019,1897
F. SF - Socialistisk Folkeparti,Sønderborg,2022,2023
F. SF - Socialistisk Folkeparti,Tønder,2007,2196
F. SF - Socialistisk Folkeparti,Tønder,2011,1691
F. SF - Socialistisk Folkeparti,Tønder,2015,560
F. SF - Socialistisk Folkeparti,Tønder,2019,1201
F. SF - Socialistisk Folkeparti,Tønder,2022,1074
F. SF - Socialistisk Folkeparti,Varde,2007,2401
F. SF - Socialistisk Folkeparti,Varde,2011,1871
F. SF - Socialistisk Folkeparti,Varde,2015,721
F. SF - Socialistisk Folkeparti,Varde,2019,1198
F. SF - Socialistisk Folkeparti,Varde,2022,1188
F. SF - Socialistisk Folkeparti,Vejen,2007,2393
F. SF - Socialistisk Folkeparti,Vejen,2011,1758
F. SF - Socialistisk Folkeparti,Vejen,2015,673
F. SF - Socialistisk Folkeparti,Vejen,2019,1029
F. SF - Socialistisk Folkeparti,Vejen,2022,1204
F. SF - Socialistisk Folkeparti,Vejle,2007,8027
F. SF - Socialistisk Folkeparti,Vejle,2011,5346
F. SF - Socialistisk Folkeparti,Vejle,2015,2313
F. SF - Socialistisk Folkeparti,Vejle,2019,4096
F. SF - Socialistisk Folkeparti,Vejle,2022,4945
F. SF - Socialistisk Folkeparti,Aabenraa,2007,3101
F. SF - Socialistisk Folkeparti,Aabenraa,2011,2188
F. SF - Socialistisk Folkeparti,Aabenraa,2015,823
F. SF - Socialistisk Folkeparti,Aabenraa,2019,1449
F. SF - Socialistisk Folkeparti,Aabenraa,2022,1454
F. SF - Socialistisk Folkeparti,Favrskov,2007,2674
F. SF - Socialistisk Folkeparti,Favrskov,2011,2166
F. SF - Socialistisk Folkeparti,Favrskov,2015,1100
F. SF - Socialistisk Folkeparti,Favrskov,2019,1852
F. SF - Socialistisk Folkeparti,Favrskov,2022,2227
F. SF - Socialistisk Folkeparti,Hedensted,2007,2360
F. SF - Socialistisk Folkeparti,Hedensted,2011,1844
F. SF - Socialistisk Folkeparti,Hedensted,2015,721
F. SF - Socialistisk Folkeparti,Hedensted,2019,1258
F. SF - Socialistisk Folkeparti,Hedensted,2022,1210
F. SF - Socialistisk Folkeparti,Horsens,2007,5536
F. SF - Socialistisk Folkeparti,Horsens,2011,4521
F. SF - Socialistisk Folkeparti,Horsens,2015,1914
F. SF - Socialistisk Folkeparti,Horsens,2019,3411
F. SF - Socialistisk Folkeparti,Horsens,2022,3540
F. SF - Socialistisk Folkeparti,Norddjurs,2007,2385
F. SF - Socialistisk Folkeparti,Norddjurs,2011,1739
F. SF - Socialistisk Folkeparti,Norddjurs,2015,867
F. SF - Socialistisk Folkeparti,Norddjurs,2019,1567
F. SF - Socialistisk Folkeparti,Norddjurs,2022,1190
F. SF - Socialistisk Folkeparti,Odder,2007,1802
F. SF - Socialistisk Folkeparti,Odder,2011,1410
F. SF - Socialistisk Folkeparti,Odder,2015,575
F. SF - Socialistisk Folkeparti,Odder,2019,1236
F. SF - Socialistisk Folkeparti,Odder,2022,1510
F. SF - Socialistisk Folkeparti,Randers,2007,5677
F. SF - Socialistisk Folkeparti,Randers,2011,4513
F. SF - Socialistisk Folkeparti,Randers,2015,1861
F. SF - Socialistisk Folkeparti,Randers,2019,3882
F. SF - Socialistisk Folkeparti,Randers,2022,3855
F. SF - Socialistisk Folkeparti,Samsø,2007,391
F. SF - Socialistisk Folkeparti,Samsø,2011,370
F. SF - Socialistisk Folkeparti,Samsø,2015,115
F. SF - Socialistisk Folkeparti,Samsø,2019,216
F. SF - Socialistisk Folkeparti,Samsø,2022,273
F. SF - Socialistisk Folkeparti,Silkeborg,2007,6109
F. SF - Socialistisk Folkeparti,Silkeborg,2011,5040
F. SF - Socialistisk Folkeparti,Silkeborg,2015,2428
F. SF - Socialistisk Folkeparti,Silkeborg,2019,4428
F. SF - Socialistisk Folkeparti,Silkeborg,2022,5061
F. SF - Socialistisk Folkeparti,Skanderborg,2007,4088
F. SF - Socialistisk Folkeparti,Skanderborg,2011,3116
F. SF - Socialistisk Folkeparti,Skanderborg,2015,1517
F. SF - Socialistisk Folkeparti,Skanderborg,2019,3161
F. SF - Socialistisk Folkeparti,Skanderborg,2022,3765
F. SF - Socialistisk Folkeparti,Syddjurs,2007,3129
F. SF - Socialistisk Folkeparti,Syddjurs,2011,2292
F. SF - Socialistisk Folkeparti,Syddjurs,2015,1652
F. SF - Socialistisk Folkeparti,Syddjurs,2019,2063
F. SF - Socialistisk Folkeparti,Syddjurs,2022,2237
F. SF - Socialistisk Folkeparti,Aarhus,2007,33454
F. SF - Socialistisk Folkeparti,Aarhus,2011,21393
F. SF - Socialistisk Folkeparti,Aarhus,2015,10778
F. SF - Socialistisk Folkeparti,Aarhus,2019,22019
F. SF - Socialistisk Folkeparti,Aarhus,2022,25554
F. SF - Socialistisk Folkeparti,Herning,2007,3855
F. SF - Socialistisk Folkeparti,Herning,2011,3488
F. SF - Socialistisk Folkeparti,Herning,2015,1676
F. SF - Socialistisk Folkeparti,Herning,2019,2753
F. SF - Socialistisk Folkeparti,Herning,2022,2859
F. SF - Socialistisk Folkeparti,Holstebro,2007,3749
F. SF - Socialistisk Folkeparti,Holstebro,2011,3250
F. SF - Socialistisk Folkeparti,Holstebro,2015,1296
F. SF - Socialistisk Folkeparti,Holstebro,2019,2447
F. SF - Socialistisk Folkeparti,Holstebro,2022,2399
F. SF - Socialistisk Folkeparti,Ikast-Brande,2007,1739
F. SF - Socialistisk Folkeparti,Ikast-Brande,2011,1510
F. SF - Socialistisk Folkeparti,Ikast-Brande,2015,600
F. SF - Socialistisk Folkeparti,Ikast-Brande,2019,1099
F. SF - Socialistisk Folkeparti,Ikast-Brande,2022,1069
F. SF - Socialistisk Folkeparti,Lemvig,2007,1866
F. SF - Socialistisk Folkeparti,Lemvig,2011,1548
F. SF - Socialistisk Folkeparti,Lemvig,2015,600
F. SF - Socialistisk Folkeparti,Lemvig,2019,745
F. SF - Socialistisk Folkeparti,Lemvig,2022,677
F. SF - Socialistisk Folkeparti,Ringkøbing-Skjern,2007,2858
F. SF - Socialistisk Folkeparti,Ringkøbing-Skjern,2011,2622
F. SF - Socialistisk Folkeparti,Ringkøbing-Skjern,2015,1006
F. SF - Socialistisk Folkeparti,Ringkøbing-Skjern,2019,1586
F. SF - Socialistisk Folkeparti,Ringkøbing-Skjern,2022,1578
F. SF - Socialistisk Folkeparti,Skive,2007,3120
F. SF - Socialistisk Folkeparti,Skive,2011,2696
F. SF - Socialistisk Folkeparti,Skive,2015,864
F. SF - Socialistisk Folkeparti,Skive,2019,1681
F. SF - Socialistisk Folkeparti,Skive,2022,1783
F. SF - Socialistisk Folkeparti,Struer,2007,1868
F. SF - Socialistisk Folkeparti,Struer,2011,1427
F. SF - Socialistisk Folkeparti,Struer,2015,618
F. SF - Socialistisk Folkeparti,Struer,2019,831
F. SF - Socialistisk Folkeparti,Struer,2022,856
F. SF - Socialistisk Folkeparti,Viborg,2007,5478
F. SF - Socialistisk Folkeparti,Viborg,2011,5238
F. SF - Socialistisk Folkeparti,Viborg,2015,2632
F. SF - Socialistisk Folkeparti,Viborg,2019,4581
F. SF - Socialistisk Folkeparti,Viborg,2022,4433
F. SF - Socialistisk Folkeparti,Brønderslev,2007,2060
F. SF - Socialistisk Folkeparti,Brønderslev,2011,1921
F. SF - Socialistisk Folkeparti,Brønderslev,2015,870
F. SF - Socialistisk Folkeparti,Brønderslev,2019,1041
F. SF - Socialistisk Folkeparti,Brønderslev,2022,1093
F. SF - Socialistisk Folkeparti,Frederikshavn,2007,3273
F. SF - Socialistisk Folkeparti,Frederikshavn,2011,3134
F. SF - Socialistisk Folkeparti,Frederikshavn,2015,1041
F. SF - Socialistisk Folkeparti,Frederikshavn,2019,1425
F. SF - Socialistisk Folkeparti,Frederikshavn,2022,1472
F. SF - Socialistisk Folkeparti,Hjørring,2007,4182
F. SF - Socialistisk Folkeparti,Hjørring,2011,3915
F. SF - Socialistisk Folkeparti,Hjørring,2015,1519
F. SF - Socialistisk Folkeparti,Hjørring,2019,1966
F. SF - Socialistisk Folkeparti,Hjørring,2022,1915
F. SF - Socialistisk Folkeparti,Jammerbugt,2007,2213
F. SF - Socialistisk Folkeparti,Jammerbugt,2011,2017
F. SF - Socialistisk Folkeparti,Jammerbugt,2015,643
F. SF - Socialistisk Folkeparti,Jammerbugt,2019,997
F. SF - Socialistisk Folkeparti,Jammerbugt,2022,1001
F. SF - Socialistisk Folkeparti,Læsø,2007,109
F. SF - Socialistisk Folkeparti,Læsø,2011,93
F. SF - Socialistisk Folkeparti,Læsø,2015,27
F. SF - Socialistisk Folkeparti,Læsø,2019,45
F. SF - Socialistisk Folkeparti,Læsø,2022,61
F. SF - Socialistisk Folkeparti,Mariagerfjord,2007,2540
F. SF - Socialistisk Folkeparti,Mariagerfjord,2011,1964
F. SF - Socialistisk Folkeparti,Mariagerfjord,2015,805
F. SF - Socialistisk Folkeparti,Mariagerfjord,2019,1170
F. SF - Socialistisk Folkeparti,Mariagerfjord,2022,1272
F. SF - Socialistisk Folkeparti,Morsø,2007,1295
F. SF - Socialistisk Folkeparti,Morsø,2011,937
F. SF - Socialistisk Folkeparti,Morsø,2015,265
F. SF - Socialistisk Folkeparti,Morsø,2019,460
F. SF - Socialistisk Folkeparti,Morsø,2022,461
F. SF - Socialistisk Folkeparti,Rebild,2007,1573
F. SF - Socialistisk Folkeparti,Rebild,2011,1469
F. SF - Socialistisk Folkeparti,Rebild,2015,531
F. SF - Socialistisk Folkeparti,Rebild,2019,960
F. SF - Socialistisk Folkeparti,Rebild,2022,1165
F. SF - Socialistisk Folkeparti,Thisted,2007,2692
F. SF - Socialistisk Folkeparti,Thisted,2011,1767
F. SF - Socialistisk Folkeparti,Thisted,2015,568
F. SF - Socialistisk Folkeparti,Thisted,2019,1061
F. SF - Socialistisk Folkeparti,Thisted,2022,1086
F. SF - Socialistisk Folkeparti,Vesthimmerlands,2007,2388
F. SF - Socialistisk Folkeparti,Vesthimmerlands,2011,2563
F. SF - Socialistisk Folkeparti,Vesthimmerlands,2015,667
F. SF - Socialistisk Folkeparti,Vesthimmerlands,2019,1628
F. SF - Socialistisk Folkeparti,Vesthimmerlands,2022,1687
F. SF - Socialistisk Folkeparti,Aalborg,2007,15652
F. SF - Socialistisk Folkeparti,Aalborg,2011,12910
F. SF - Socialistisk Folkeparti,Aalborg,2015,5172
F. SF - Socialistisk Folkeparti,Aalborg,2019,8952
F. SF - Socialistisk Folkeparti,Aalborg,2022,9731
I. Liberal Alliance,København,2007,13055
I. Liberal Alliance,København,2011,18644
I. Liberal Alliance,København,2015,28552
I. Liberal Alliance,København,2019,9071
I. Liberal Alliance,København,2022,29623
I. Liberal Alliance,Frederiksberg,2007,3171
I. Liberal Alliance,Frederiksberg,2011,4558
I. Liberal Alliance,Frederiksberg,2015,6933
I. Liberal Alliance,Frederiksberg,2019,1897
I. Liberal Alliance,Frederiksberg,2022,6023
I. Liberal Alliance,Dragør,2007,327
I. Liberal Alliance,Dragør,2011,656
I. Liberal Alliance,Dragør,2015,1046
I. Liberal Alliance,Dragør,2019,248
I. Liberal Alliance,Dragør,2022,959
I. Liberal Alliance,Tårnby,2007,670
I. Liberal Alliance,Tårnby,2011,1024
I. Liberal Alliance,Tårnby,2015,1404
I. Liberal Alliance,Tårnby,2019,439
I. Liberal Alliance,Tårnby,2022,1599
I. Liberal Alliance,Albertslund,2007,335
I. Liberal Alliance,Albertslund,2011,447
I. Liberal Alliance,Albertslund,2015,597
I. Liberal Alliance,Albertslund,2019,201
I. Liberal Alliance,Albertslund,2022,612
I. Liberal Alliance,Ballerup,2007,758
I. Liberal Alliance,Ballerup,2011,1283
I. Liberal Alliance,Ballerup,2015,1711
I. Liberal Alliance,Ballerup,2019,647
I. Liberal Alliance,Ballerup,2022,1772
I. Liberal Alliance,Brøndby,2007,472
I. Liberal Alliance,Brøndby,2011,648
I. Liberal Alliance,Brøndby,2015,839
I. Liberal Alliance,Brøndby,2019,238
I. Liberal Alliance,Brøndby,2022,915
I. Liberal Alliance,Gentofte,2007,2399
I. Liberal Alliance,Gentofte,2011,4599
I. Liberal Alliance,Gentofte,2015,7876
I. Liberal Alliance,Gentofte,2019,2138
I. Liberal Alliance,Gentofte,2022,6449
I. Liberal Alliance,Gladsaxe,2007,1420
I. Liberal Alliance,Gladsaxe,2011,1890
I. Liberal Alliance,Gladsaxe,2015,2997
I. Liberal Alliance,Gladsaxe,2019,965
I. Liberal Alliance,Gladsaxe,2022,2745
I. Liberal Alliance,Glostrup,2007,316
I. Liberal Alliance,Glostrup,2011,575
I. Liberal Alliance,Glostrup,2015,859
I. Liberal Alliance,Glostrup,2019,299
I. Liberal Alliance,Glostrup,2022,973
I. Liberal Alliance,Herlev,2007,405
I. Liberal Alliance,Herlev,2011,648
I. Liberal Alliance,Herlev,2015,948
I. Liberal Alliance,Herlev,2019,324
I. Liberal Alliance,Herlev,2022,988
I. Liberal Alliance,Hvidovre,2007,784
I. Liberal Alliance,Hvidovre,2011,1204
I. Liberal Alliance,Hvidovre,2015,1738
I. Liberal Alliance,Hvidovre,2019,533
I. Liberal Alliance,Hvidovre,2022,1762
I. Liberal Alliance,Høje-Taastrup,2007,792
I. Liberal Alliance,Høje-Taastrup,2011,1150
I. Liberal Alliance,Høje-Taastrup,2015,1629
I. Liberal Alliance,Høje-Taastrup,2019,506
I. Liberal Alliance,Høje-Taastrup,2022,1756
I. Liberal Alliance,Ishøj,2007,262
I. Liberal Alliance,Ishøj,2011,384
I. Liberal Alliance,Ishøj,2015,495
I. Liberal Alliance,Ishøj,2019,154
I. Liberal Alliance,Ishøj,2022,525
I. Liberal Alliance,Lyngby-Taarbæk,2007,1601
I. Liberal Alliance,Lyngby-Taarbæk,2011,2591
I. Liberal Alliance,Lyngby-Taarbæk,2015,4239
I. Liberal Alliance,Lyngby-Taarbæk,2019,1244
I. Liberal Alliance,Lyngby-Taarbæk,2022,3575
I. Liberal Alliance,Rødovre,2007,518
I. Liberal Alliance,Rødovre,2011,838
I. Liberal Alliance,Rødovre,2015,1236
I. Liberal Alliance,Rødovre,2019,450
I. Liberal Alliance,Rødovre,2022,1443
I. Liberal Alliance,Vallensbæk,2007,232
I. Liberal Alliance,Vallensbæk,2011,446
I. Liberal Alliance,Vallensbæk,2015,818
I. Liberal Alliance,Vallensbæk,2019,217
I. Liberal Alliance,Vallensbæk,2022,657
I. Liberal Alliance,Allerød,2007,711
I. Liberal Alliance,Allerød,2011,1271
I. Liberal Alliance,Allerød,2015,2012
I. Liberal Alliance,Allerød,2019,560
I. Liberal Alliance,Allerød,2022,1594
I. Liberal Alliance,Egedal,2007,994
I. Liberal Alliance,Egedal,2011,1858
I. Liberal Alliance,Egedal,2015,2698
I. Liberal Alliance,Egedal,2019,862
I. Liberal Alliance,Egedal,2022,2392
I. Liberal Alliance,Fredensborg,2007,1148
I. Liberal Alliance,Fredensborg,2011,1855
I. Liberal Alliance,Fredensborg,2015,2920
I. Liberal Alliance,Fredensborg,2019,908
I. Liberal Alliance,Fredensborg,2022,2358
I. Liberal Alliance,Frederikssund,2007,890
I. Liberal Alliance,Frederikssund,2011,1543
I. Liberal Alliance,Frederikssund,2015,2027
I. Liberal Alliance,Frederikssund,2019,600
I. Liberal Alliance,Frederikssund,2022,2142
I. Liberal Alliance,Furesø,2007,1237
I. Liberal Alliance,Furesø,2011,1867
I. Liberal Alliance,Furesø,2015,3026
I. Liberal Alliance,Furesø,2019,837
I. Liberal Alliance,Furesø,2022,2192
I. Liberal Alliance,Gribskov,2007,947
I. Liberal Alliance,Gribskov,2011,1440
I. Liberal Alliance,Gribskov,2015,2343
I. Liberal Alliance,Gribskov,2019,602
I. Liberal Alliance,Gribskov,2022,1997
I. Liberal Alliance,Halsnæs,2007,539
I. Liberal Alliance,Halsnæs,2011,896
I. Liberal Alliance,Halsnæs,2015,1122
I. Liberal Alliance,Halsnæs,2019,306
I. Liberal Alliance,Halsnæs,2022,1003
I. Liberal Alliance,Helsingør,2007,1535
I. Liberal Alliance,Helsingør,2011,2344
I. Liberal Alliance,Helsingør,2015,3690
I. Liberal Alliance,Helsingør,2019,1126
I. Liberal Alliance,Helsingør,2022,3254
I. Liberal Alliance,Hillerød,2007,1148
I. Liberal Alliance,Hillerød,2011,1895
I. Liberal Alliance,Hillerød,2015,3019
I. Liberal Alliance,Hillerød,2019,978
I. Liberal Alliance,Hillerød,2022,2869
I. Liberal Alliance,Hørsholm,2007,894
I. Liberal Alliance,Hørsholm,2011,1824
